"","DIA.Open","DIA.High","DIA.Low","DIA.Close","DIA.Volume","DIA.WAP","DIA.hasGaps","DIA.Count"
"2019-11-20 11:22:00",278.53,278.53,278.53,278.53,1,278.53,0,1
"2019-11-20 11:23:00",278.59,278.62,278.58,278.61,22,278.592,0,7
"2019-11-20 11:24:00",278.6,278.63,278.57,278.57,8,278.611,0,7
"2019-11-20 11:25:00",278.57,278.57,278.57,278.57,0,278.57,0,0
"2019-11-20 11:26:00",278.57,278.58,278.57,278.57,2,278.575,0,1
"2019-11-20 11:27:00",278.59,278.59,278.56,278.56,7,278.582,0,4
"2019-11-20 11:28:00",278.59,278.59,278.55,278.55,11,278.565,0,9
"2019-11-20 11:29:00",278.54,278.55,278.52,278.52,10,278.53,0,10
"2019-11-20 11:30:00",278.55,278.55,278.53,278.53,8,278.541,0,6
"2019-11-20 11:31:00",278.52,278.54,278.51,278.51,13,278.52,0,10
"2019-11-20 11:32:00",278.5,278.5,278.49,278.5,12,278.494,0,6
"2019-11-20 11:33:00",278.5,278.5,278.46,278.46,7,278.474,0,4
"2019-11-20 11:34:00",278.48,278.5,278.47,278.5,8,278.482,0,7
"2019-11-20 11:35:00",278.5,278.55,278.5,278.55,9,278.521,0,7
"2019-11-20 11:36:00",278.55,278.59,278.55,278.56,34,278.566,0,16
"2019-11-20 11:37:00",278.56,278.57,278.55,278.56,10,278.558,0,7
"2019-11-20 11:38:00",278.58,278.58,278.54,278.54,16,278.55,0,6
"2019-11-20 11:39:00",278.54,278.54,278.53,278.53,2,278.535,0,2
"2019-11-20 11:40:00",278.53,278.53,278.53,278.53,0,278.53,0,0
"2019-11-20 11:41:00",278.54,278.54,278.54,278.54,1,278.54,0,1
"2019-11-20 11:42:00",278.55,278.55,278.53,278.53,2,278.54,0,2
"2019-11-20 11:43:00",278.52,278.53,278.52,278.53,3,278.523,0,2
"2019-11-20 11:44:00",278.53,278.53,278.53,278.53,0,278.53,0,0
"2019-11-20 11:45:00",278.55,278.55,278.54,278.54,7,278.541,0,2
"2019-11-20 11:46:00",278.51,278.51,278.49,278.49,8,278.508,0,4
"2019-11-20 11:47:00",278.48,278.48,278.45,278.46,4,278.462,0,4
"2019-11-20 11:48:00",278.43,278.44,278.42,278.44,6,278.428,0,6
"2019-11-20 11:49:00",278.42,278.44,278.41,278.43,25,278.427,0,13
"2019-11-20 11:50:00",278.41,278.42,278.41,278.41,4,278.412,0,3
"2019-11-20 11:51:00",278.41,278.41,278.36,278.36,4,278.385,0,3
"2019-11-20 11:52:00",278.31,278.31,278.19,278.23,26,278.262,0,18
"2019-11-20 11:53:00",278.2,278.27,278.2,278.21,24,278.229,0,10
"2019-11-20 11:54:00",278.21,278.25,278.21,278.24,16,278.234,0,12
"2019-11-20 11:55:00",278.19,278.2,277.71,278.08,815,278.01,0,493
"2019-11-20 11:56:00",278,278,277.56,277.66,405,277.725,0,291
"2019-11-20 11:57:00",277.55,277.62,277.41,277.47,213,277.522,0,137
"2019-11-20 11:58:00",277.48,277.52,277.04,277.22,194,277.269,0,135
"2019-11-20 11:59:00",277.19,277.53,277.19,277.51,265,277.367,0,164
"2019-11-20 12:00:00",277.5,277.51,277.36,277.39,161,277.44,0,88
"2019-11-20 12:01:00",277.4,277.55,277.4,277.47,97,277.486,0,45
"2019-11-20 12:02:00",277.41,277.57,277.41,277.55,198,277.492,0,46
"2019-11-20 12:03:00",277.55,277.55,277.41,277.42,222,277.483,0,117
"2019-11-20 12:04:00",277.4,277.46,277.37,277.45,26,277.433,0,15
"2019-11-20 12:05:00",277.35,277.37,277.3,277.31,52,277.32,0,23
"2019-11-20 12:06:00",277.32,277.37,277.25,277.25,61,277.305,0,36
"2019-11-20 12:07:00",277.25,277.25,277.13,277.15,137,277.207,0,88
"2019-11-20 12:08:00",277.13,277.22,277.13,277.18,65,277.201,0,24
"2019-11-20 12:09:00",277.15,277.17,277.1,277.16,45,277.127,0,21
"2019-11-20 12:10:00",277.11,277.11,276.96,276.97,373,277.007,0,97
"2019-11-20 12:11:00",276.97,276.99,276.92,276.97,172,276.948,0,85
"2019-11-20 12:12:00",276.98,277.18,276.97,277.17,179,277.08,0,110
"2019-11-20 12:13:00",277.16,277.18,277.09,277.11,54,277.13,0,29
"2019-11-20 12:14:00",277.03,277.03,276.91,276.95,131,276.958,0,90
"2019-11-20 12:15:00",276.95,277.01,276.91,276.93,179,276.953,0,116
"2019-11-20 12:16:00",276.96,276.96,276.74,276.83,225,276.831,0,135
"2019-11-20 12:17:00",276.84,276.9,276.83,276.85,110,276.867,0,82
"2019-11-20 12:18:00",276.87,276.94,276.85,276.89,137,276.899,0,104
"2019-11-20 12:19:00",276.86,276.86,276.72,276.73,93,276.771,0,59
"2019-11-20 12:20:00",276.74,276.86,276.73,276.81,50,276.801,0,36
"2019-11-20 12:21:00",276.81,276.99,276.81,276.95,76,276.916,0,53
"2019-11-20 12:22:00",276.94,277.04,276.92,276.94,205,276.985,0,121
"2019-11-20 12:23:00",276.91,276.98,276.91,276.97,51,276.955,0,22
"2019-11-20 12:24:00",276.93,276.93,276.84,276.84,12,276.897,0,12
"2019-11-20 12:25:00",276.84,276.99,276.81,276.97,81,276.875,0,45
"2019-11-20 12:26:00",276.96,277.1,276.95,277.09,76,277.04,0,37
"2019-11-20 12:27:00",277.1,277.17,277.1,277.13,87,277.127,0,40
"2019-11-20 12:28:00",277.13,277.14,276.99,277.05,240,277.08,0,147
"2019-11-20 12:29:00",277,277,276.9,276.96,123,276.955,0,90
"2019-11-20 12:30:00",276.98,277.02,276.89,276.93,36,276.943,0,17
"2019-11-20 12:31:00",276.9,276.95,276.89,276.89,17,276.93,0,14
"2019-11-20 12:32:00",276.87,276.87,276.77,276.84,32,276.818,0,28
"2019-11-20 12:33:00",276.83,276.89,276.8,276.89,42,276.854,0,35
"2019-11-20 12:34:00",276.89,277.04,276.88,276.99,73,276.978,0,64
"2019-11-20 12:35:00",277.01,277.05,276.94,277.04,31,277.011,0,23
"2019-11-20 12:36:00",277.06,277.06,277.01,277.06,76,277.034,0,44
"2019-11-20 12:37:00",277.05,277.07,277.01,277.06,67,277.043,0,46
"2019-11-20 12:38:00",277.06,277.07,277.01,277.01,94,277.036,0,52
"2019-11-20 12:39:00",276.96,276.97,276.83,276.86,41,276.917,0,26
"2019-11-20 12:40:00",276.85,276.85,276.84,276.84,6,276.843,0,5
"2019-11-20 12:41:00",276.87,276.93,276.87,276.93,21,276.895,0,11
"2019-11-20 12:42:00",276.97,277.07,276.96,277.05,50,277.027,0,33
"2019-11-20 12:43:00",277.05,277.09,277.03,277.09,68,277.068,0,49
"2019-11-20 12:44:00",277.09,277.09,276.93,276.94,89,276.975,0,61
"2019-11-20 12:45:00",276.92,277.09,276.92,277.09,79,276.995,0,46
"2019-11-20 12:46:00",277.07,277.1,277.02,277.04,39,277.076,0,23
"2019-11-20 12:47:00",277.05,277.05,276.98,277.02,100,277.011,0,75
"2019-11-20 12:48:00",277.02,277.05,276.98,277.03,7,277.016,0,7
"2019-11-20 12:49:00",277.02,277.14,277,277.14,28,277.099,0,26
"2019-11-20 12:50:00",277.14,277.19,277.14,277.18,44,277.171,0,31
"2019-11-20 12:51:00",277.17,277.17,277.07,277.07,17,277.133,0,8
"2019-11-20 12:52:00",277.09,277.48,277.09,277.38,617,277.352,0,424
"2019-11-20 12:53:00",277.4,277.56,277.4,277.55,121,277.496,0,79
"2019-11-20 12:54:00",277.52,277.55,277.39,277.4,99,277.446,0,31
"2019-11-20 12:55:00",277.41,277.46,277.32,277.34,209,277.38,0,158
"2019-11-20 12:56:00",277.33,277.42,277.33,277.41,50,277.379,0,42
"2019-11-20 12:57:00",277.41,277.41,277.29,277.35,191,277.337,0,115
"2019-11-20 12:58:00",277.36,277.36,277.36,277.36,2,277.36,0,2
"2019-11-20 12:59:00",277.35,277.46,277.34,277.45,56,277.414,0,29
"2019-11-20 13:00:00",277.41,277.41,277.27,277.32,36,277.312,0,22
"2019-11-20 13:01:00",277.37,277.39,277.34,277.38,10,277.357,0,5
"2019-11-20 13:02:00",277.33,277.39,277.33,277.33,31,277.337,0,11
"2019-11-20 13:03:00",277.37,277.37,277.34,277.36,13,277.352,0,5
"2019-11-20 13:04:00",277.42,277.5,277.32,277.33,29,277.411,0,22
"2019-11-20 13:05:00",277.31,277.35,277.26,277.35,37,277.308,0,15
"2019-11-20 13:06:00",277.32,277.32,277.32,277.32,3,277.32,0,3
"2019-11-20 13:07:00",277.33,277.33,277.16,277.21,42,277.231,0,30
"2019-11-20 13:08:00",277.23,277.31,277.23,277.28,50,277.274,0,23
"2019-11-20 13:09:00",277.31,277.36,277.29,277.29,31,277.338,0,23
"2019-11-20 13:10:00",277.28,277.43,277.27,277.41,45,277.394,0,27
"2019-11-20 13:11:00",277.42,277.45,277.42,277.43,15,277.437,0,9
"2019-11-20 13:12:00",277.46,277.46,277.44,277.44,6,277.442,0,6
"2019-11-20 13:13:00",277.49,277.5,277.47,277.47,14,277.497,0,9
"2019-11-20 13:14:00",277.43,277.45,277.36,277.37,91,277.407,0,56
"2019-11-20 13:15:00",277.35,277.35,277.32,277.33,6,277.338,0,4
"2019-11-20 13:16:00",277.4,277.52,277.3,277.3,34,277.386,0,22
"2019-11-20 13:17:00",277.29,277.41,277.27,277.41,14,277.37,0,11
"2019-11-20 13:18:00",277.41,277.5,277.41,277.49,45,277.455,0,26
"2019-11-20 13:19:00",277.5,277.51,277.47,277.51,19,277.492,0,14
"2019-11-20 13:20:00",277.53,277.59,277.45,277.5,80,277.546,0,53
"2019-11-20 13:21:00",277.48,277.48,277.43,277.46,8,277.457,0,6
"2019-11-20 13:22:00",277.45,277.48,277.42,277.43,21,277.442,0,8
"2019-11-20 13:23:00",277.45,277.45,277.45,277.45,2,277.45,0,1
"2019-11-20 13:24:00",277.42,277.45,277.39,277.44,37,277.411,0,13
"2019-11-20 13:25:00",277.48,277.5,277.47,277.48,18,277.481,0,6
"2019-11-20 13:26:00",277.53,277.66,277.53,277.64,101,277.615,0,62
"2019-11-20 13:27:00",277.65,277.67,277.6,277.67,73,277.647,0,38
"2019-11-20 13:28:00",277.69,277.69,277.62,277.66,45,277.659,0,25
"2019-11-20 13:29:00",277.66,277.7,277.66,277.7,17,277.682,0,13
"2019-11-20 13:30:00",277.69,277.73,277.66,277.73,40,277.686,0,26
"2019-11-20 13:31:00",277.73,277.91,277.73,277.82,142,277.841,0,85
"2019-11-20 13:32:00",277.82,277.84,277.8,277.83,55,277.818,0,23
"2019-11-20 13:33:00",277.84,277.87,277.81,277.81,29,277.842,0,12
"2019-11-20 13:34:00",277.82,277.82,277.76,277.79,29,277.796,0,22
"2019-11-20 13:35:00",277.81,277.88,277.79,277.87,23,277.825,0,8
"2019-11-20 13:36:00",277.86,277.88,277.83,277.86,17,277.866,0,12
"2019-11-20 13:37:00",277.85,277.87,277.84,277.87,9,277.855,0,6
"2019-11-20 13:38:00",277.9,277.95,277.88,277.88,44,277.915,0,20
"2019-11-20 13:39:00",277.9,277.97,277.9,277.96,49,277.945,0,20
"2019-11-20 13:40:00",277.98,278.04,277.97,278.04,17,277.995,0,15
"2019-11-20 13:41:00",278.03,278.11,278.03,278.05,790,278.082,0,295
"2019-11-20 13:42:00",278.06,278.06,277.95,277.96,138,278.006,0,75
"2019-11-20 13:43:00",277.97,278.01,277.97,277.98,70,277.981,0,28
"2019-11-20 13:44:00",277.98,278.01,277.96,278,118,277.989,0,50
"2019-11-20 13:45:00",278,278,277.98,277.99,6,277.993,0,5
"2019-11-20 13:46:00",277.99,277.99,277.84,277.88,175,277.918,0,102
"2019-11-20 13:47:00",277.9,277.91,277.81,277.81,53,277.872,0,27
"2019-11-20 13:48:00",277.79,277.82,277.75,277.81,42,277.785,0,21
"2019-11-20 13:49:00",277.86,277.86,277.82,277.84,23,277.837,0,6
"2019-11-20 13:50:00",277.83,277.9,277.83,277.89,207,277.868,0,73
"2019-11-20 13:51:00",277.88,277.9,277.87,277.87,7,277.875,0,5
"2019-11-20 13:52:00",277.85,277.85,277.77,277.81,44,277.791,0,26
"2019-11-20 13:53:00",277.81,277.85,277.81,277.81,27,277.837,0,8
"2019-11-20 13:54:00",277.82,277.86,277.79,277.79,13,277.816,0,12
"2019-11-20 13:55:00",277.78,277.89,277.78,277.87,47,277.864,0,12
"2019-11-20 13:56:00",277.9,277.9,277.89,277.9,4,277.897,0,4
"2019-11-20 13:57:00",277.86,277.88,277.85,277.85,20,277.862,0,10
"2019-11-20 13:58:00",277.9,277.9,277.87,277.87,9,277.889,0,7
"2019-11-20 13:59:00",277.87,277.87,277.83,277.83,15,277.842,0,10
"2019-11-20 14:00:00",277.83,277.9,277.83,277.88,34,277.875,0,24
"2019-11-20 14:01:00",277.87,277.91,277.86,277.88,28,277.895,0,23
"2019-11-20 14:02:00",277.87,277.87,277.79,277.8,15,277.836,0,14
"2019-11-20 14:03:00",277.9,277.91,277.73,277.81,84,277.797,0,70
"2019-11-20 14:04:00",277.82,277.82,277.75,277.76,32,277.775,0,23
"2019-11-20 14:05:00",277.75,277.84,277.74,277.81,42,277.784,0,21
"2019-11-20 14:06:00",277.83,277.83,277.81,277.82,12,277.818,0,8
"2019-11-20 14:07:00",277.85,277.9,277.85,277.89,34,277.86,0,23
"2019-11-20 14:08:00",277.87,277.93,277.87,277.9,15,277.905,0,13
"2019-11-20 14:09:00",277.91,277.92,277.89,277.89,9,277.896,0,5
"2019-11-20 14:10:00",277.91,277.99,277.88,277.91,48,277.941,0,37
"2019-11-20 14:11:00",277.91,277.97,277.91,277.97,49,277.945,0,36
"2019-11-20 14:12:00",277.99,278.02,277.96,278.02,84,277.999,0,63
"2019-11-20 14:13:00",278.03,278.06,278,278.04,24,278.023,0,16
"2019-11-20 14:14:00",278.05,278.11,278.03,278.04,82,278.082,0,47
"2019-11-20 14:15:00",278.03,278.04,277.99,278.03,15,278.013,0,12
"2019-11-20 14:16:00",278.03,278.03,278.01,278.01,4,278.02,0,4
"2019-11-20 14:17:00",278.01,278.01,277.97,278,13,277.996,0,10
"2019-11-20 14:18:00",278.01,278.04,277.98,277.98,12,278.009,0,9
"2019-11-20 14:19:00",277.97,277.97,277.83,277.83,198,277.918,0,112
"2019-11-20 14:20:00",277.86,277.92,277.81,277.81,144,277.868,0,93
"2019-11-20 14:21:00",277.82,277.82,277.82,277.82,1,277.82,0,1
"2019-11-20 14:22:00",277.81,277.89,277.81,277.89,10,277.86,0,8
"2019-11-20 14:23:00",277.91,277.93,277.88,277.93,30,277.911,0,19
"2019-11-20 14:24:00",277.93,277.95,277.92,277.95,21,277.941,0,15
"2019-11-20 14:25:00",277.93,277.96,277.93,277.96,20,277.953,0,12
"2019-11-20 14:26:00",277.96,277.96,277.92,277.92,35,277.947,0,12
"2019-11-20 14:27:00",277.93,277.96,277.93,277.96,8,277.949,0,8
"2019-11-20 14:28:00",277.89,277.89,277.82,277.83,15,277.847,0,11
"2019-11-20 14:29:00",277.8,277.8,277.76,277.76,15,277.787,0,11
"2019-11-20 14:30:00",277.73,277.8,277.7,277.73,44,277.751,0,37
"2019-11-20 14:31:00",277.72,277.74,277.69,277.74,43,277.71,0,26
"2019-11-20 14:32:00",277.72,277.74,277.67,277.7,35,277.705,0,30
"2019-11-20 14:33:00",277.71,277.78,277.71,277.75,38,277.731,0,10
"2019-11-20 14:34:00",277.75,277.78,277.75,277.76,19,277.767,0,18
"2019-11-20 14:35:00",277.78,277.79,277.73,277.76,17,277.765,0,13
"2019-11-20 14:36:00",277.78,277.78,277.73,277.74,12,277.76,0,10
"2019-11-20 14:37:00",277.76,277.76,277.72,277.73,20,277.74,0,11
"2019-11-20 14:38:00",277.71,277.77,277.71,277.76,74,277.75,0,44
"2019-11-20 14:39:00",277.75,277.78,277.72,277.78,28,277.763,0,16
"2019-11-20 14:40:00",277.78,277.9,277.77,277.9,72,277.834,0,48
"2019-11-20 14:41:00",277.88,277.94,277.87,277.93,48,277.902,0,38
"2019-11-20 14:42:00",277.94,278.03,277.94,277.98,319,277.995,0,181
"2019-11-20 14:43:00",278.01,278.04,278,278.03,108,278.025,0,72
"2019-11-20 14:44:00",278.02,278.1,278,278.08,323,278.058,0,187
"2019-11-20 14:45:00",278.07,278.14,278.07,278.11,130,278.106,0,69
"2019-11-20 14:46:00",278.13,278.16,278.11,278.16,118,278.135,0,67
"2019-11-20 14:47:00",278.16,278.18,278.11,278.13,148,278.141,0,76
"2019-11-20 14:48:00",278.11,278.17,278.08,278.14,159,278.134,0,87
"2019-11-20 14:49:00",278.16,278.16,278.09,278.1,40,278.121,0,24
"2019-11-20 14:50:00",278.08,278.13,278.06,278.1,259,278.105,0,147
"2019-11-20 14:51:00",278.1,278.11,278.07,278.11,57,278.089,0,48
"2019-11-20 14:52:00",278.11,278.11,278.04,278.04,36,278.066,0,18
"2019-11-20 14:53:00",278.04,278.05,278.01,278.05,39,278.029,0,29
"2019-11-20 14:54:00",278.09,278.16,278.05,278.14,100,278.097,0,84
"2019-11-20 14:55:00",278.16,278.27,278.15,278.23,374,278.222,0,242
"2019-11-20 14:56:00",278.25,278.33,278.17,278.17,248,278.261,0,133
"2019-11-20 14:57:00",278.18,278.18,278.04,278.15,183,278.11,0,112
"2019-11-20 14:58:00",278.15,278.15,278.01,278.05,80,278.089,0,61
"2019-11-20 14:59:00",278.05,278.19,277.99,278.19,575,278.083,0,323
"2019-11-21 08:30:00",278.33,278.42,278.23,278.23,187,278.336,0,45
"2019-11-21 08:31:00",278.24,278.24,278,278,204,278.121,0,90
"2019-11-21 08:32:00",277.99,278.05,277.91,277.96,37,277.992,0,26
"2019-11-21 08:33:00",277.92,278.02,277.89,278.02,134,277.974,0,57
"2019-11-21 08:34:00",278.02,278.02,277.9,277.94,193,277.965,0,98
"2019-11-21 08:35:00",277.91,277.99,277.88,277.9,47,277.938,0,31
"2019-11-21 08:36:00",277.89,277.98,277.85,277.96,61,277.903,0,40
"2019-11-21 08:37:00",277.97,277.97,277.89,277.89,25,277.95,0,14
"2019-11-21 08:38:00",277.92,277.99,277.92,277.96,31,277.951,0,18
"2019-11-21 08:39:00",277.94,277.97,277.89,277.89,45,277.944,0,21
"2019-11-21 08:40:00",277.88,277.9,277.84,277.84,29,277.871,0,24
"2019-11-21 08:41:00",277.83,277.88,277.77,277.81,53,277.814,0,36
"2019-11-21 08:42:00",277.79,277.8,277.66,277.8,78,277.727,0,34
"2019-11-21 08:43:00",277.82,277.86,277.79,277.86,15,277.828,0,11
"2019-11-21 08:44:00",277.81,277.83,277.77,277.79,10,277.794,0,9
"2019-11-21 08:45:00",277.8,277.95,277.8,277.95,42,277.865,0,27
"2019-11-21 08:46:00",277.93,277.97,277.88,277.94,35,277.921,0,26
"2019-11-21 08:47:00",277.96,277.97,277.89,277.89,14,277.947,0,11
"2019-11-21 08:48:00",277.85,277.85,277.78,277.78,13,277.823,0,9
"2019-11-21 08:49:00",277.79,277.82,277.76,277.82,14,277.799,0,13
"2019-11-21 08:50:00",277.83,277.91,277.83,277.91,75,277.872,0,53
"2019-11-21 08:51:00",277.9,278,277.9,277.99,116,277.981,0,56
"2019-11-21 08:52:00",278,278.08,278,278.08,42,278.043,0,33
"2019-11-21 08:53:00",278.08,278.12,278.05,278.07,51,278.092,0,30
"2019-11-21 08:54:00",278.08,278.08,278.03,278.03,13,278.05,0,5
"2019-11-21 08:55:00",278,278.05,277.94,278.05,11,278.022,0,7
"2019-11-21 08:56:00",278.03,278.04,278,278.01,28,278.013,0,16
"2019-11-21 08:57:00",278.01,278.07,278.01,278.07,11,278.035,0,5
"2019-11-21 08:58:00",278.03,278.03,277.95,277.99,18,277.984,0,10
"2019-11-21 08:59:00",277.96,277.97,277.9,277.9,8,277.949,0,5
"2019-11-21 09:00:00",277.91,277.92,277.81,277.85,50,277.873,0,31
"2019-11-21 09:01:00",277.86,277.9,277.76,277.85,51,277.826,0,34
"2019-11-21 09:02:00",277.82,277.93,277.77,277.87,80,277.841,0,53
"2019-11-21 09:03:00",277.86,277.86,277.74,277.83,24,277.779,0,16
"2019-11-21 09:04:00",277.83,277.84,277.8,277.83,16,277.826,0,11
"2019-11-21 09:05:00",277.77,277.84,277.66,277.83,60,277.728,0,36
"2019-11-21 09:06:00",277.89,277.99,277.87,277.96,74,277.917,0,50
"2019-11-21 09:07:00",277.98,278.05,277.97,278.05,45,278.034,0,14
"2019-11-21 09:08:00",278.06,278.12,278.06,278.09,52,278.1,0,29
"2019-11-21 09:09:00",278.12,278.12,277.99,277.99,13,278.04,0,13
"2019-11-21 09:10:00",278.02,278.03,278,278.01,16,278.012,0,13
"2019-11-21 09:11:00",278.01,278.01,277.98,278,7,277.996,0,4
"2019-11-21 09:12:00",277.99,277.99,277.89,277.89,39,277.926,0,23
"2019-11-21 09:13:00",277.93,277.96,277.87,277.92,63,277.897,0,39
"2019-11-21 09:14:00",277.94,277.98,277.89,277.89,11,277.946,0,8
"2019-11-21 09:15:00",277.88,277.89,277.74,277.74,54,277.806,0,41
"2019-11-21 09:16:00",277.75,277.88,277.5,277.51,364,277.682,0,203
"2019-11-21 09:17:00",277.49,277.56,277.48,277.53,33,277.526,0,27
"2019-11-21 09:18:00",277.55,277.58,277.39,277.41,63,277.414,0,37
"2019-11-21 09:19:00",277.44,277.44,277.42,277.42,4,277.435,0,4
"2019-11-21 09:20:00",277.38,277.44,277.36,277.44,45,277.384,0,21
"2019-11-21 09:21:00",277.44,277.5,277.39,277.49,33,277.459,0,16
"2019-11-21 09:22:00",277.45,277.46,277.34,277.34,14,277.421,0,11
"2019-11-21 09:23:00",277.37,277.42,277.36,277.42,9,277.397,0,8
"2019-11-21 09:24:00",277.38,277.43,277.38,277.42,78,277.41,0,26
"2019-11-21 09:25:00",277.37,277.41,277.37,277.41,8,277.393,0,5
"2019-11-21 09:26:00",277.44,277.53,277.43,277.5,67,277.491,0,53
"2019-11-21 09:27:00",277.5,277.62,277.49,277.62,68,277.562,0,35
"2019-11-21 09:28:00",277.61,277.61,277.56,277.57,44,277.575,0,21
"2019-11-21 09:29:00",277.56,277.56,277.42,277.44,19,277.471,0,18
"2019-11-21 09:30:00",277.41,277.53,277.41,277.53,36,277.47,0,21
"2019-11-21 09:31:00",277.51,277.52,277.29,277.32,202,277.381,0,92
"2019-11-21 09:32:00",277.24,277.25,277.19,277.2,39,277.209,0,24
"2019-11-21 09:33:00",277.2,277.28,277.16,277.27,39,277.229,0,32
"2019-11-21 09:34:00",277.26,277.34,277.25,277.29,84,277.302,0,52
"2019-11-21 09:35:00",277.27,277.31,277.27,277.3,16,277.294,0,11
"2019-11-21 09:36:00",277.34,277.35,277.27,277.29,34,277.303,0,23
"2019-11-21 09:37:00",277.3,277.34,277.21,277.21,70,277.29,0,31
"2019-11-21 09:38:00",277.23,277.42,277.21,277.42,91,277.341,0,60
"2019-11-21 09:39:00",277.42,277.45,277.34,277.37,72,277.419,0,38
"2019-11-21 09:40:00",277.38,277.46,277.37,277.44,16,277.424,0,13
"2019-11-21 09:41:00",277.49,277.49,277.47,277.49,11,277.481,0,5
"2019-11-21 09:42:00",277.5,277.54,277.5,277.53,17,277.52,0,15
"2019-11-21 09:43:00",277.53,277.53,277.41,277.42,20,277.443,0,7
"2019-11-21 09:44:00",277.43,277.52,277.43,277.47,51,277.485,0,31
"2019-11-21 09:45:00",277.46,277.49,277.42,277.47,29,277.471,0,15
"2019-11-21 09:46:00",277.49,277.51,277.48,277.51,9,277.49,0,7
"2019-11-21 09:47:00",277.51,277.57,277.5,277.56,26,277.538,0,23
"2019-11-21 09:48:00",277.57,277.58,277.52,277.58,32,277.552,0,21
"2019-11-21 09:49:00",277.59,277.6,277.55,277.57,26,277.578,0,17
"2019-11-21 09:50:00",277.54,277.54,277.43,277.43,13,277.465,0,9
"2019-11-21 09:51:00",277.47,277.54,277.47,277.54,6,277.495,0,6
"2019-11-21 09:52:00",277.46,277.48,277.44,277.44,9,277.451,0,7
"2019-11-21 09:53:00",277.41,277.41,277.33,277.33,36,277.382,0,14
"2019-11-21 09:54:00",277.38,277.44,277.37,277.4,165,277.402,0,107
"2019-11-21 09:55:00",277.41,277.41,277.37,277.38,5,277.382,0,5
"2019-11-21 09:56:00",277.38,277.41,277.38,277.41,11,277.395,0,11
"2019-11-21 09:57:00",277.44,277.52,277.44,277.48,12,277.485,0,12
"2019-11-21 09:58:00",277.43,277.59,277.43,277.57,118,277.547,0,74
"2019-11-21 09:59:00",277.58,277.58,277.51,277.55,22,277.545,0,15
"2019-11-21 10:00:00",277.57,277.57,277.48,277.48,24,277.556,0,8
"2019-11-21 10:01:00",277.49,277.5,277.46,277.47,18,277.484,0,10
"2019-11-21 10:02:00",277.47,277.47,277.47,277.47,2,277.47,0,2
"2019-11-21 10:03:00",277.5,277.74,277.5,277.72,380,277.593,0,242
"2019-11-21 10:04:00",277.73,277.8,277.66,277.67,74,277.738,0,46
"2019-11-21 10:05:00",277.67,277.71,277.65,277.7,38,277.686,0,22
"2019-11-21 10:06:00",277.73,277.76,277.72,277.76,27,277.737,0,17
"2019-11-21 10:07:00",277.76,277.81,277.74,277.81,33,277.779,0,22
"2019-11-21 10:08:00",277.8,277.8,277.7,277.7,41,277.759,0,17
"2019-11-21 10:09:00",277.69,277.72,277.66,277.67,41,277.693,0,31
"2019-11-21 10:10:00",277.68,277.68,277.61,277.62,13,277.656,0,8
"2019-11-21 10:11:00",277.61,277.61,277.61,277.61,7,277.61,0,1
"2019-11-21 10:12:00",277.62,277.62,277.59,277.59,29,277.601,0,11
"2019-11-21 10:13:00",277.59,277.59,277.59,277.59,21,277.59,0,6
"2019-11-21 10:14:00",277.57,277.57,277.57,277.57,1,277.57,0,1
"2019-11-21 10:15:00",277.51,277.58,277.51,277.55,26,277.541,0,16
"2019-11-21 10:16:00",277.49,277.51,277.47,277.51,9,277.481,0,8
"2019-11-21 10:17:00",277.58,277.62,277.55,277.55,5,277.586,0,5
"2019-11-21 10:18:00",277.56,277.59,277.56,277.56,5,277.568,0,4
"2019-11-21 10:19:00",277.56,277.56,277.56,277.56,4,277.56,0,2
"2019-11-21 10:20:00",277.47,277.56,277.47,277.54,9,277.51,0,6
"2019-11-21 10:21:00",277.53,277.61,277.53,277.61,7,277.565,0,5
"2019-11-21 10:22:00",277.58,277.58,277.56,277.56,2,277.57,0,2
"2019-11-21 10:23:00",277.59,277.6,277.56,277.6,24,277.579,0,17
"2019-11-21 10:24:00",277.61,277.63,277.59,277.61,8,277.616,0,6
"2019-11-21 10:25:00",277.65,277.72,277.65,277.69,39,277.703,0,27
"2019-11-21 10:26:00",277.69,277.7,277.66,277.7,23,277.686,0,13
"2019-11-21 10:27:00",277.64,277.64,277.49,277.53,18,277.531,0,11
"2019-11-21 10:28:00",277.56,277.68,277.54,277.68,18,277.636,0,17
"2019-11-21 10:29:00",277.58,277.58,277.47,277.48,13,277.535,0,8
"2019-11-21 10:30:00",277.47,277.55,277.47,277.49,14,277.506,0,11
"2019-11-21 10:31:00",277.52,277.52,277.51,277.52,4,277.518,0,2
"2019-11-21 10:32:00",277.49,277.58,277.48,277.58,11,277.527,0,9
"2019-11-21 10:33:00",277.6,277.69,277.56,277.56,22,277.632,0,14
"2019-11-21 10:34:00",277.54,277.54,277.32,277.32,25,277.391,0,10
"2019-11-21 10:35:00",277.35,277.43,277.31,277.41,142,277.365,0,79
"2019-11-21 10:36:00",277.41,277.42,277.36,277.4,36,277.403,0,23
"2019-11-21 10:37:00",277.35,277.4,277.35,277.4,25,277.365,0,6
"2019-11-21 10:38:00",277.39,277.39,277.34,277.36,16,277.357,0,8
"2019-11-21 10:39:00",277.31,277.42,277.31,277.42,36,277.356,0,24
"2019-11-21 10:40:00",277.41,277.41,277.38,277.41,36,277.404,0,14
